item_a,item_name_a,item_b,item_name_b,co_occurrence_count,affinity_rank
102900011031858,The Pork Stomach Mushroom (Box),106971533455008,Xiaoqingcai (Bag),4,5
102900011011058,Purple Hot Peppers,102900051000944,Green Line Pepper,4,2
102900011010563,Chicken Fir Bacteria,106958851400125,Haixian Mushroom (Bag) (3),4,2
102900011027615,Chicken Fir Bacteria,102900011011546,Honghu Lotus Root,4,3
102900011030615,Chicken Fir Bacteria,102900051000463,Needle Mushroom (2),4,5
102900011010563,Chicken Fir Bacteria,102900051004294,Honghu Lotus Root,4,5
102900011010563,The Pork Stomach Mushroom (Box),102900051010455,Haixian Mushroom (Bag) (4),4,5
102900011030615,Fresh Rice Dumplings Leaves,102900051000463,Xixia Xianggu Mushroom (2),4,2
102900011029275,The White Mushroom (Box),106949711300167,Huangxincai (2),4,3
102900011033999,Hongshan Gift Box,102900011031100,Zhijiang Qinggengsanhua,4,5
102900011010563,Haixian Mushroom (Bag) (4),102900051009336,Cabbage Stem (Bag),4,5
102900011030561,Red Bell Pepper (Bag),102900051010455,Red Pepper (2),4,4
102900011032114,Needle Mushroom (Bag),102900011033937,Round Eggplant (2),4,2
106958851400125,Needle Mushroom (Bag),102900051000944,Green Line Pepper,4,4
102900011031759,Black Porcini,106971533455008,Haixian Mushroom (Bag) (1),4,2
102900011030417,Black Porcini,102900011032619,Chinese Caterpillar Fungus Flowers,4,1
102900011008492,Big Broccoli,102900011034231,Round Eggplant (2),4,4
102900011033081,Chuncai,102900051004294,Millet Pepper (Bag),4,5
106930274620090,Water Chestnut (Bag),102900011034231,Needle Mushroom (Bag) (2),4,3
102900011026502,Chopped Red Pine (Box),102900011016701,Huangbaicai (2),4,4
106957634300010,Haixian Mushroom (Bag) (2),102900011033920,Haixian Mushroom (Bag) (3),4,4
102900011031858,Black Chicken Fir Bacteria (Box),102900051010455,Purple Beicai,3,1
106930274220092,The Crab Flavor Mushroom (Bag),102900011031100,Millet Pepper (Bag),3,4
106931885000356,Needle Mushroom (Bag),102900051010790,Huangbaicai (2),3,1
102900011024010,Embroidered Aureus (Bag),102900051004294,Xiaoqingcai (Bag),3,2
102900011030622,Black Porcini (Box),106956146480203,The Crab Flavor Mushroom (2),3,5
102900011031742,Fresh Lotus Root Zone (Bag),102900011032244,Haixian Mushroom (Bag) (3),3,3
102900011030639,Bell Pepper (Bag),106971533455008,Green Line Pepper,3,1
102900011030615,Juhua Youcai,102900051004294,Haixian Mushroom (Bag) (4),2,3
102900011027615,The Pork Stomach Mushroom (Box),106949711300167,Needle Mushroom (Box),2,3
102900011030561,Honghu Lotus (Lotus Root),102900051004294,Needle Mushroom (Bag) (2),2,2
102900011032114,Red Bell Pepper (Bag),102900051010455,Haixian Mushroom (Bag) (4),2,2
102900011030561,Red Bell Pepper (Bag),106949711300167,Round Eggplant (2),2,5
102900011030622,Shuanggou Cabbage,102900011031100,Haixian Mushroom (Bunch),2,4
102900011031759,Red Bell Pepper (Bag),106958851400125,Haixian Mushroom (Bag) (3),2,3
102900011031759,Muercai (Bag),106949711300259,Huangbaicai (2),2,2
102900011031759,Hericium ,106949711300167,Needle Mushroom (Bag) (2),2,4
102900011029688,Black Chicken Fir Bacteria (Box),106958851400125,Needle Mushroom (Bag) (2),2,5
102900011036686,Black Chicken Fir Bacteria (Box),102900051000463,Green Line Pepper,2,4
102900011034705,Black Chicken Fir Bacteria (Box),106958851400125,Needle Mushroom (Bag) (2),2,3
102900011034705,Green Butter,106949711300167,Millet Pepper (Bag),2,4
102900011026793,Green Butter,102900051000463,Green Line Pepper,2,3
102900011026793,The Fungus Mushroom Hot Pot Package (Bag),102900051004294,Huangbaicai (2),2,2
102900011033531,The Fungus Mushroom Hot Pot Package (Bag),102900011033562,Xixia Xianggu Mushroom (Bag),2,1
102900011026793,Black Porcini (Box),102900011033586,Red Pepper (2),2,2
102900011033531,Water Chestnut (Bag),106949711300068,Hfyg Haixian Mushroom (Bunch),2,2
102900011033531,Chopped Red Pine (Box),106973990980123,Haixian Mushroom (Bag) (4),2,1
102900011023075,Chopped Red Pine (Box),106958851400125,Huangbaicai (2),2,2
102900011031742,Bell Pepper (Bag),102900051010455,Haixian Mushroom (Bag) (4),2,3
102900011034569,Red Coral (Leaf),102900011035078,Round Eggplant (2),2,1
102900011008577,Red Coral (Leaf),102900011035788,Needle Mushroom (Bag) (2),2,3
102900011030639,Red Coral (Leaf),106971533455008,Red Oak Leaf,2,3
102900011030639,Apricot Bao Mushroom (250 G),102900051000463,Green Butter,2,4
102900011030639,Apricot Bao Mushroom (250 G),106949711300167,Green Line Pepper,2,5
102900011033586,White Jelly Mushroom,106971533450003,Needle Mushroom (Bag) (3),2,5
102900011033586,Apricot Bao Mushroom (250 G),102900051010455,Round Eggplant (2),2,3
106930274220092,The Pork Stomach Mushroom (Box),102900051004294,Haixian Mushroom (Bag) (4),1,5
106931885000356,The Pork Stomach Mushroom (Box),106949711300068,Needle Mushroom (Bag) (2),1,4
102900011034538,Purple Hot Peppers,106958851400125,Bell Pepper (2),1,4
102900011034538,Green And Red Jian Pepper Mix (Bag),102900011008676,Green Line Pepper,1,5
102900051000890,Lotus Root Tip,102900011030110,The Steak Mushrooms (Box),1,5
102900051000890,Purple Cabbage (2),102900011009246,Xiaozhoupi (Bag),1,1
106949711300068,Purple Cabbage (2),102900011031599,Round Eggplant (2),1,5
102900011029275,Zhimaxiancai,106930274620090,Huangbaicai (2),1,2
102900011036242,Haixian Mushroom (Bag) (3),102900011032244,Xiaoqingcai (1),1,3
102900051006229,Embroidered Aureus,102900011032350,Xiangtianhongcaitai (Bag),1,3
102900011030615,Muercai (Bag),102900051004294,Xianzongye (Bag) (3),1,4
102900011030615,Fruit Pepper (Orange),102900011030608,Wuhu Green Pepper (1),1,5
102900011033913,Fruit Pepper (Orange),106958851400125,Needle Mushroom (Bag) (3),1,4
102900011033913,Fruit Pepper (Orange),102900051010455,Green Line Pepper,1,1
102900011030561,Fruit Pepper (Orange),106949711300167,Fresh Black Fungus (1),1,1
102900011030561,Shuanggou Cabbage,102900051010455,Haixian Mushroom (Bag) (4),1,5
102900011024010,Fruit Pepper (Orange),102900011031759,Haixian Mushroom (Bag) (2),1,5
102900011032114,Black Chicken Fir Bacteria (Box),106973990980123,Jicai,1,5
102900011032114,Ganlanye,106949711300068,Haixian Mushroom (Bag) (4),1,2
102900011009772,Ganlanye,102900051000944,Haixian Mushroom (Bag) (4),1,3
102900011009772,Ganlanye,106971533455008,Green And Red Jian Pepper Mix (Bag),1,4
102900011009772,Hericium ,102900011033920,Net Lotus Root (3),1,5
102900011009772,Hericium ,102900051000463,Needle Mushroom (Bag) (3),1,4
102900011009772,Hericium ,102900011031599,Honghu Lotus Root,1,3
102900011036686,Velvet Antler Mushroom (Box),102900011030639,Hfyg Haixian Mushroom (Bunch),1,2
102900011029688,Black Mushroom (Bag),102900051010455,Needle Mushroom (Bag) (2),1,4
102900011035849,Broccoli,102900051009336,Chinese Caterpillar Fungus Flowers (Box) (2),1,2
102900011034705,Embroidered Aureus (Bag),102900011035511,Red Pepper (2),1,4
102900011023075,Black Mushroom (Bag),102900011036242,Haixian Mushroom (Bag) (2),1,5
102900011031742,The Crab Flavor Mushroom (Bag),106949711300167,Honghu Lotus Root,1,2
102900011031742,Broccoli,106972776821582,Huangbaicai (2),1,1
102900011033531,Needle Mushroom (Bag) (3),102900011032022,Needle Mushroom (Bag) (2),1,5
102900011034316,Chinese Cabbage Seedling,102900051010455,Haixian Mushroom (Bag) (4),1,3
106931885000035,The Fungus Mushroom Hot Pot Package (Bag),102900011023464,Apricot Bao Mushroom (Bag),1,5
106971533455008,Water Chestnut (Bag),102900011016701,Huangxincai (2),1,4
102900011008577,Chopped Red Pine (Box),106973223300667,Haixian Mushroom (Bag) (3),1,4
102900011008577,Chopped Red Pine (Box),102900011032282,Round Eggplant (2),1,3
102900011008577,Fresh Lotus Root Zone (Bag),106949711300167,Huangbaicai (2),1,2
102900011015391,Water Chestnut (Bag),102900011031100,Chinese Caterpillar Fungus Flowers,1,3
102900011015391,Bell Pepper (Bag),106930274620090,Red Bell Pepper (Bag),1,1
102900011036266,Bell Pepper (Bag),102900011035078,Xiaozhoupi (Bag),1,2
102900011030639,Red Coral (Leaf),102900051000944,Needle Mushroom (Bag) (2),1,4
102900011015391,White Jelly Mushroom,102900051010455,Huangbaicai (2),1,2
