transaction_date,item_code,item_name,category_name,sold_kg,returned_kg,return_rate_pct,avg_return_price
2023-05-18,102900051000944,Broccoli,Edible Mushroom,13.000,,0.0,
2023-05-18,102900005116219,Net Lotus Root (1),Cabbage,2.566,,0.0,
2023-05-17,102900005119098,Green Eggplant (1),Capsicum,2.000,,0.0,
2023-05-18,102900011006948,Dongmenkou Xiaobaicai,Solanum,3.000,-0.222,0.0,
2023-05-19,102900005116714,Luosi Pepper,Edible Mushroom,1.000,,0.0,
2023-05-20,102900005115984,Luosi Pepper (Bag),Edible Mushroom,6.997,,0.0,
2023-05-20,102900005115823,Haixian Mushroom (Bag) (3),Cabbage,1.349,-0.412,0.0,
2023-05-20,102900051000463,Green Hang Pepper (Bag),Flower/Leaf Vegetables,3.814,,0.0,
2023-05-20,102900005116547,Net Lotus Root (1),Flower/Leaf Vegetables,27.000,,0.0,
2023-05-20,102900005116899,Dongmenkou Xiaobaicai,Edible Mushroom,7.000,,0.0,
2023-05-20,102900005119975,Yunnan Lettuces,Aquatic Tuberous Vegetables,4.000,,0.0,
2023-05-19,106949711300068,Xiaoqingcai (1),Edible Mushroom,3.000,,0.0,
2023-05-20,102900011027615,Xiaozhoupi (Bag),Flower/Leaf Vegetables,2.000,,0.0,
2023-05-21,102900011006948,Huangbaicai (2),Flower/Leaf Vegetables,43.000,,0.0,
2023-05-21,102900005116233,Green Hang Pepper (Bag),Aquatic Tuberous Vegetables,12.000,,0.0,
2023-05-21,102900051004294,Green Eggplant (1),Edible Mushroom,6.000,,0.0,
2023-05-21,102900011009970,Red Hang Pepper (Bag),Flower/Leaf Vegetables,35.814,,0.0,
2023-05-21,102900011008485,7 Colour Pepper (2),Flower/Leaf Vegetables,13.679,,0.0,
2023-05-20,102900005119975,Yellow Xincai (1),Flower/Leaf Vegetables,24.000,,0.0,
2023-05-21,102900005116509,Xixia Black Mushroom (1),Edible Mushroom,6.406,,0.0,
2023-05-21,102900011011546,Xiaoqingcai (1),Edible Mushroom,3.839,,0.0,
2023-05-22,102900011008522,Haixian Mushroom (Bag) (3),Capsicum,20.434,,0.0,
2023-05-22,102900005115793,Red Hot Peppers,Flower/Leaf Vegetables,42.489,,0.0,
2023-05-23,102900005115984,Xiaozhoupi (Bag),Edible Mushroom,64.573,,0.0,
2023-05-23,102900011008164,Yuxingcao ,Flower/Leaf Vegetables,25.427,,0.0,
2023-05-23,102900051010455,Red Bell Pepper (2),Capsicum,47.000,,0.0,
2023-05-23,102900011000328,Foreign Garland Chrysanthemum ,Capsicum,5.167,,0.0,
2023-05-23,102900005116509,Dongmenkou Xiaobaicai,Flower/Leaf Vegetables,14.000,,0.0,
2023-05-24,102900011006955,Net Lotus Root (1),Flower/Leaf Vegetables,6.000,,0.0,
2023-05-24,102900011002414,Yunnan Lettuce (Bag),Edible Mushroom,2.000,,0.0,
2023-05-24,102900005118831,Shanghai Green (Bag),Flower/Leaf Vegetables,4.000,,0.0,
2023-05-25,102900005116790,Caixin (Bag),Edible Mushroom,50.000,,0.0,
2023-05-24,102900011012994,Xixia Black Mushroom (1),Edible Mushroom,4.916,,0.0,
2023-05-25,102900005119098,Green Eggplant (1),Flower/Leaf Vegetables,34.000,,0.0,
2023-05-25,102900011006948,Yunnan Leaf Lettuce (Bag),Capsicum,13.000,,0.0,
2023-05-24,102900005119968,Yunnan Lettuce (Bag),Capsicum,6.000,,0.0,
2023-05-25,102900011001806,Yunnan Lettuces,Solanum,49.343,,0.0,
2023-05-25,102900005118824,Green Eggplant (1),Capsicum,40.569,,0.0,
2023-05-25,102900005115984,Garden Chrysanthemum (Bag),Edible Mushroom,12.000,,0.0,
2023-05-26,102900011009970,Foreign Garland Chrysanthemum ,Capsicum,13.117,,0.0,
2023-05-26,102900005125815,Red Hang Pepper,Capsicum,5.142,,0.0,
2023-05-26,102900011000861,Eggplant (2),Solanum,3.033,-2.563,0.0,
2023-05-25,102900005116899,Fresh Sea (2),Capsicum,3.000,,0.0,
2023-05-27,102900011009970,Spinach (Bag),Edible Mushroom,0.420,,0.0,
2023-05-27,102900005115793,White Caitai,Edible Mushroom,1.685,,0.0,
2023-05-27,102900011012994,Luosi Pepper,Edible Mushroom,27.017,,0.0,
2023-05-27,102900005119944,Red Pepper (1),Flower/Leaf Vegetables,8.000,,0.0,
2023-05-27,102900011008485,Green Hot Peppers (Bag),Solanum,20.000,,0.0,
2023-05-28,102900005125808,Changxianqie,Flower/Leaf Vegetables,10.000,,0.0,
2023-05-28,102900005116509,Shanghaiqing,Edible Mushroom,11.000,,0.0,
2023-05-28,102900011027479,Purple Cabbage (1),Edible Mushroom,11.000,,0.0,
2023-05-27,102900005119944,Red Bell Pepper (2),Flower/Leaf Vegetables,30.104,,0.0,
2023-05-28,102900011008522,Spinach,Edible Mushroom,22.771,,0.0,
2023-05-29,102900005118824,Green Hot Peppers,Capsicum,57.000,,0.0,
2023-05-29,102900011022764,Radish Leaves,Solanum,12.000,,0.0,
2023-05-29,102900005119975,Yunnan Shengcai,Capsicum,18.000,,0.0,
2023-05-29,102900005116547,Caixin (Bag),Edible Mushroom,9.232,,0.0,
2023-05-29,102900005118831,Miantiaocai,Edible Mushroom,4.168,,0.0,
2023-05-29,106958851400125,Changxianqie,Flower/Leaf Vegetables,1.536,,0.0,
2023-05-30,102900005118817,Dongmenkou Xiaobaicai,Capsicum,8.785,,0.0,
2023-05-30,102900005116219,Yunnan Leaf Lettuce (Bag),Flower/Leaf Vegetables,4.947,,0.0,
2023-05-30,102900011022764,Red Hot Peppers (Bag),Flower/Leaf Vegetables,46.000,,0.0,
2023-05-30,102900005119968,Luosi Pepper,Edible Mushroom,2.000,,0.0,
2023-05-30,102900011012994,Yunnan Leaf Lettuce (Bag),Flower/Leaf Vegetables,25.000,,0.0,
2023-05-30,102900005116530,Yunnan Shengcai,Cabbage,2.000,-0.579,0.0,
2023-05-31,102900011022764,Garden Chrysanthemum (Bag),Flower/Leaf Vegetables,74.876,,0.0,
2023-05-31,102900011008485,Ginger And Xiaomijiao Mix (Small Bag),Edible Mushroom,4.000,,0.0,
2023-05-31,102900005115779,Red Bell Pepper (2),Capsicum,2.920,,0.0,
2023-05-31,102900005115762,Jigu (2),Capsicum,18.900,,0.0,
2023-05-31,102900005115946,Xiaoqingcai (1),Edible Mushroom,18.000,,0.0,
2023-06-01,106949711300068,The Dandelion,Flower/Leaf Vegetables,0.763,-0.944,0.0,
2023-06-01,102900005116547,Fresh Edible Fungus (2),Capsicum,35.000,-0.025,0.0,
2023-06-01,102900011012994,Shanghaiqing,Flower/Leaf Vegetables,9.000,,0.0,
2023-06-01,102900011022030,Needle Mushroom (Bag) (2),Edible Mushroom,2.000,,0.0,
2023-06-01,102900005118817,Changxianqie,Flower/Leaf Vegetables,37.000,,0.0,
2023-06-01,106949711300068,Shanghaiqing,Edible Mushroom,21.438,,0.0,
2023-06-02,102900005119098,Haixian Mushroom (Bag) (3),Edible Mushroom,35.000,-1.494,0.0,
2023-06-02,102900005119944,Green Eggplant (1),Cabbage,19.000,-0.723,0.0,
2023-06-01,102900051000944,Bell Pepper (2),Flower/Leaf Vegetables,30.000,-0.278,0.0,
2023-06-02,102900051010455,Miantiaocai,Flower/Leaf Vegetables,10.673,,0.0,
2023-06-02,102900005118824,The Crab Flavor Mushroom (1),Edible Mushroom,42.962,,0.0,
2023-06-02,102900005115779,Red Hang Pepper (Bag),Flower/Leaf Vegetables,2.533,,0.0,
2023-06-02,102900005116530,Shanghaiqing,Edible Mushroom,1.000,,0.0,
2023-06-02,102900011001806,Yunnan Shengcai,Capsicum,8.000,,0.0,
2023-06-01,102900011000328,Fresh Sea (2),Aquatic Tuberous Vegetables,10.529,,0.0,
2023-06-02,102900005115984,Spinach (Bag),Edible Mushroom,0.217,,0.0,
2023-06-03,102900005116547,Naibaicai,Solanum,7.374,,0.0,
2023-06-03,102900005116912,Yunnan Lettuces,Flower/Leaf Vegetables,1.779,,0.0,
2023-06-03,102900005116257,Millet Pepper (Bag),Flower/Leaf Vegetables,14.000,-0.452,0.0,
2023-06-03,102900011016701,Broccoli,Flower/Leaf Vegetables,22.000,,0.0,
2023-06-03,102900005115762,Red Hang Pepper (Bag),Capsicum,27.444,,0.0,
2023-06-04,102900005116912,Wuhu Green Pepper (1),Flower/Leaf Vegetables,21.000,,0.0,
2023-06-04,102900005116226,Xiaoqingcai (1),Edible Mushroom,14.679,,0.0,
2023-06-04,102900011022030,Spinach,Flower/Leaf Vegetables,11.068,,0.0,
2023-06-04,102900005125815,Broccoli,Cabbage,1.000,,0.0,
2023-06-04,102900005116714,Yunnan Leaf Lettuce (Bag),Flower/Leaf Vegetables,10.829,,0.0,
2023-06-03,102900051004294,Green Hot Peppers (Bag),Flower/Leaf Vegetables,38.000,,0.0,
2023-06-03,102900005115960,Ginger And Xiaomijiao Mix (Small Bag),Flower/Leaf Vegetables,3.000,,0.0,
2023-06-04,102900011001806,Round Eggplant (2),Capsicum,9.433,,0.0,
2023-06-05,102900011013274,Red Hot Peppers,Capsicum,24.485,,0.0,
2023-06-05,102900005125815,Changxianqie,Capsicum,6.709,,0.0,
2023-06-05,102900005125808,Sichuan Red Cedar,Edible Mushroom,5.982,,0.0,
2023-06-05,102900005118817,Amaranth,Aquatic Tuberous Vegetables,0.399,,0.0,
2023-06-06,106949711300068,Caidian Quinoa Artemisia,Solanum,14.000,,0.0,
2023-06-06,102900005119975,Dongmenkou Xiaobaicai,Capsicum,5.000,,0.0,
2023-06-05,102900005115946,Luosi Pepper,Flower/Leaf Vegetables,23.168,,0.0,
2023-06-07,102900005119944,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,29.242,,0.0,
2023-06-07,102900011022030,Miantiaocai,Capsicum,14.000,,0.0,
2023-06-07,102900005116943,Green Line Pepper,Flower/Leaf Vegetables,0.845,-0.909,0.0,
2023-06-07,102900011016701,Sichuan Red Cedar,Cabbage,0.956,,0.0,
2023-06-08,102900011000328,Naibaicai,Flower/Leaf Vegetables,13.000,,0.0,
2023-06-08,102900005118824,Net Lotus Root (1),Edible Mushroom,3.545,,0.0,
2023-06-08,102900005115960,Red Hot Peppers,Capsicum,10.000,,0.0,
2023-06-08,102900011000328,Yunnan Leaf Lettuce (Bag),Flower/Leaf Vegetables,19.194,,0.0,
2023-06-07,102900011012994,Fresh Sea (2),Solanum,4.254,,0.0,
2023-06-08,102900051004294,Red Pepper (1),Flower/Leaf Vegetables,20.000,,0.0,
2023-06-09,102900011001806,Red Hot Peppers (Bag),Aquatic Tuberous Vegetables,25.000,,0.0,
2023-06-09,102900005115793,Xiaozhoupi (Bag),Solanum,21.156,,0.0,
2023-06-09,102900005125808,The Crab Flavor Mushroom (1),Flower/Leaf Vegetables,0.655,,0.0,
2023-06-09,102900005116943,Amaranth,Flower/Leaf Vegetables,69.000,,0.0,
2023-06-09,102900005118831,Yunnan Leaf Lettuce (Bag),Capsicum,66.863,,0.0,
2023-06-10,102900005116547,Sichuan Red Cedar,Flower/Leaf Vegetables,19.000,,0.0,
2023-06-10,102900051000463,Dongmenkou Xiaobaicai,Solanum,1.792,,0.0,
2023-06-10,102900005119968,Green Line Pepper (Bag),Flower/Leaf Vegetables,7.564,,0.0,
2023-06-10,102900005119098,Caidian Quinoa Artemisia (Bag),Capsicum,5.000,-0.302,0.0,
2023-06-11,102900005118824,Naibaicai,Capsicum,12.000,,0.0,
2023-06-11,102900011008522,Red Hang Pepper (Bag),Edible Mushroom,6.998,,0.0,
2023-06-11,102900011006948,Ginger And Xiaomijiao Mix (Small Bag),Flower/Leaf Vegetables,15.108,,0.0,
2023-06-12,102900005115908,The Crab Flavor Mushroom (1),Aquatic Tuberous Vegetables,24.633,,0.0,
2023-06-12,102900005116912,Green Hot Peppers (Bag),Edible Mushroom,21.000,,0.0,
2023-06-12,102900005118831,Green Line Pepper (Bag),Flower/Leaf Vegetables,6.405,,0.0,
2023-06-12,102900005116257,Shanghaiqing,Capsicum,0.420,,0.0,
2023-06-12,102900005116226,Sichuan Red Cedar,Capsicum,6.867,,0.0,
2023-06-13,102900011009970,Yunnan Lettuces,Flower/Leaf Vegetables,19.000,,0.0,
2023-06-13,102900005116233,Machixian,Capsicum,9.646,,0.0,
2023-06-13,102900051000463,Huangbaicai (2),Edible Mushroom,8.611,,0.0,
2023-06-13,102900005125808,High Melon (2),Flower/Leaf Vegetables,0.690,,0.0,
2023-06-13,102900005115946,Red Hang Pepper (Bag),Aquatic Tuberous Vegetables,1.000,,0.0,
2023-06-13,102900005118831,Zhuyecai (Bag),Flower/Leaf Vegetables,1.051,,0.0,
2023-06-14,102900011009970,Green Hang Pepper (Bag),Flower/Leaf Vegetables,9.492,,0.0,
2023-06-14,102900005116547,Ginger And Xiaomijiao Mix (Small Bag),Edible Mushroom,36.000,,0.0,
2023-06-14,102900011008164,Radish Leaves,Capsicum,5.000,,0.0,
2023-06-14,102900005115960,Wuhu Green Pepper (1),Capsicum,15.393,,0.0,
2023-06-14,102900005116226,Xixia Black Mushroom (1),Capsicum,12.000,,0.0,
2023-06-13,102900011013274,Hongshujian (Bag),Aquatic Tuberous Vegetables,19.238,,0.0,
2023-06-14,102900011012994,Yunnan Lettuce (Bag),Aquatic Tuberous Vegetables,5.000,,0.0,
2023-06-15,102900005116943,Millet Pepper (Bag),Flower/Leaf Vegetables,50.000,,0.0,
2023-06-15,102900005116912,Fresh Edible Fungus (2),Capsicum,11.137,,0.0,
2023-06-15,102900005116233,Spinach,Capsicum,32.033,,0.0,
2023-06-15,102900005115946,Red Hot Peppers (Bag),Capsicum,29.547,,0.0,
2023-06-15,102900051010455,Radish Leaves,Edible Mushroom,1.000,,0.0,
2023-06-16,102900005119944,Sichuan Red Cedar,Flower/Leaf Vegetables,0.626,,0.0,
2023-06-16,102900011016701,Red Hang Pepper (Bag),Flower/Leaf Vegetables,3.000,,0.0,
2023-06-16,102900005118831,Red Hot Peppers (Bag),Flower/Leaf Vegetables,19.000,,0.0,
2023-06-16,102900005116899,Red Hang Pepper (Bag),Edible Mushroom,1.141,,0.0,
2023-06-16,102900005115946,Yuxingcao ,Flower/Leaf Vegetables,2.532,-0.079,0.0,
2023-06-16,102900005118817,Xiaoqingcai (1),Flower/Leaf Vegetables,1.000,,0.0,
2023-06-17,102900005125815,Radish Leaves,Aquatic Tuberous Vegetables,2.000,,0.0,
2023-06-17,102900005116714,Chinese Cabbage,Edible Mushroom,27.734,,0.0,
2023-06-18,102900011013274,Zhuyecai,Flower/Leaf Vegetables,2.967,,0.0,
2023-06-18,102900011022764,High Melon (2),Aquatic Tuberous Vegetables,15.100,,0.0,
2023-06-18,106949711300068,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,1.000,,0.0,
2023-06-18,102900011000328,Green Hot Peppers (Bag),Capsicum,3.000,,0.0,
2023-06-18,102900005115960,Wuhu Green Pepper (1),Edible Mushroom,1.040,,0.0,
2023-06-18,102900005116257,Broccoli,Capsicum,3.000,,0.0,
2023-06-18,102900005115779,Fruit Pepper (Bag),Solanum,0.330,,0.0,
2023-06-18,102900011008164,Eggplant (2),Edible Mushroom,0.459,,0.0,
2023-06-18,102900005125808,Yunnan Shengcai,Aquatic Tuberous Vegetables,21.059,,0.0,
2023-06-18,102900005116790,Yunnan Lettuces,Edible Mushroom,1.850,,0.0,
2023-06-18,102900005116714,Green Line Pepper (Bag),Solanum,8.000,,0.0,
2023-06-18,102900005116226,The White Mushroom (Bag),Aquatic Tuberous Vegetables,14.923,,0.0,
2023-06-18,102900005116257,Amaranth,Cabbage,5.842,,0.0,
2023-06-19,102900005115779,Net Lotus Root (1),Capsicum,8.000,,0.0,
2023-06-19,102900051004294,Xixia Black Mushroom (1),Flower/Leaf Vegetables,0.564,,0.0,
2023-06-19,102900011012994,Yunnan Shengcai,Flower/Leaf Vegetables,2.000,,0.0,
2023-06-19,102900005118831,Broccoli,Edible Mushroom,0.306,,0.0,
2023-06-18,102900011022030,Hongshujian,Capsicum,31.834,,0.0,
2023-06-20,102900005119098,Radish Leaves,Edible Mushroom,2.000,,0.0,
2023-06-20,102900005125808,Red Hot Peppers (Bag),Capsicum,59.000,,0.0,
2023-06-21,102900005115786,Fresh Sea (2),Capsicum,3.381,,0.0,
2023-06-21,102900005116257,Ginger And Xiaomijiao Mix (Small Bag),Flower/Leaf Vegetables,14.000,,0.0,
2023-06-21,102900005115960,Eggplant (2),Flower/Leaf Vegetables,7.000,,0.0,
2023-06-21,102900005116226,Red Pepper (1),Capsicum,4.000,,0.0,
2023-06-21,102900005115908,Yunnan Leaf Lettuce (Bag),Flower/Leaf Vegetables,1.511,,0.0,
2023-06-21,102900011001806,Ginger And Xiaomijiao Mix (Small Bag),Cabbage,30.000,,0.0,
2023-06-21,102900005116233,Green Hot Peppers (Bag),Flower/Leaf Vegetables,2.000,,0.0,
2023-06-22,102900005115908,Basil (Bag),Edible Mushroom,34.000,,0.0,
2023-06-22,102900005117209,Red Pepper (1),Aquatic Tuberous Vegetables,8.000,,0.0,
2023-06-22,102900005119098,Yunnan Leaf Lettuce (Bag),Solanum,17.791,,0.0,
2023-06-22,102900005116714,Spinach (Bag),Capsicum,10.000,,0.0,
2023-06-22,102900011000328,Green Line Pepper,Capsicum,1.187,,0.0,
2023-06-22,102900005116943,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2.827,,0.0,
2023-06-21,102900005115779,Xixia Black Mushroom (1),Solanum,13.000,,0.0,
2023-06-23,102900005125808,Green Eggplant (1),Solanum,2.273,,0.0,
2023-06-23,102900011006948,Yuxingcao ,Flower/Leaf Vegetables,3.481,,0.0,
2023-06-23,102900005116912,Broccoli,Capsicum,41.028,,0.0,
2023-06-23,102900051004294,High Melon (2),Flower/Leaf Vegetables,37.000,,0.0,
2023-06-24,102900005116943,Spinach (Bag),Aquatic Tuberous Vegetables,33.000,,0.0,
2023-06-24,102900005116226,Xiaozhoupi (Bag),Flower/Leaf Vegetables,5.000,,0.0,
2023-06-24,102900005116257,Red Pepper (1),Solanum,15.120,,0.0,
2023-06-24,102900005115762,Xixia Black Mushroom (1),Cabbage,3.000,,0.0,
2023-06-24,102900005115984,Haixian Mushroom (Bag) (3),Edible Mushroom,11.000,,0.0,
2023-06-25,102900011008164,Foreign Garland Chrysanthemum ,Flower/Leaf Vegetables,0.165,,0.0,
2023-06-25,102900005115946,Hongshujian,Capsicum,1.000,,0.0,
2023-06-25,102900011013274,Luosi Pepper (Bag),Edible Mushroom,3.286,,0.0,
2023-06-26,102900005116899,The Crab Flavor Mushroom (1),Flower/Leaf Vegetables,19.000,,0.0,
2023-06-26,102900011006948,Radish Leaves,Edible Mushroom,24.000,,0.0,
2023-06-26,102900005115984,Caixin (Bag),Edible Mushroom,5.995,,0.0,
2023-06-26,102900005116943,Caidian Quinoa Artemisia (Bag),Flower/Leaf Vegetables,33.000,,0.0,
2023-06-26,102900005123880,Chuncai,Edible Mushroom,2.000,,0.0,
2023-06-26,102900005116714,Changxianqie,Capsicum,53.000,,0.0,
2023-06-26,102900011022764,Haixian Mushroom (Bag) (3),Aquatic Tuberous Vegetables,17.000,,0.0,
2023-06-27,102900005117209,Eggplant (2),Flower/Leaf Vegetables,19.576,,0.0,
2023-06-27,102900005116226,Yunnan Leaf Lettuce (Bag),Edible Mushroom,11.000,,0.0,
2023-06-27,102900005115908,Red Bell Pepper (2),Edible Mushroom,5.000,,0.0,
2023-06-28,102900005118831,Net Lotus Root (1),Edible Mushroom,8.000,,0.0,
2023-06-28,102900011001806,Red Pepper (1),Edible Mushroom,1.000,,0.0,
2023-06-28,102900011012994,Xiaoqingcai (1),Capsicum,2.000,,0.0,
2023-06-28,102900005116899,Huangbaicai (2),Flower/Leaf Vegetables,2.084,,0.0,
2023-06-28,102900005119975,Fruit Pepper (Bag),Flower/Leaf Vegetables,3.570,,0.0,
2023-06-28,102900005115946,Green Line Pepper,Capsicum,1.000,,0.0,
2023-06-29,102900051000463,Xiaozhoupi (Bag),Flower/Leaf Vegetables,1.000,,0.0,
2023-06-29,102900011008522,Siguajian,Flower/Leaf Vegetables,18.000,,0.0,
2023-06-29,102900011009970,The Steak Mushrooms (Box),Solanum,0.238,-1.338,0.0,
2023-06-29,102900005116943,Yunnan Lettuces,Flower/Leaf Vegetables,24.840,,0.0,
2023-06-29,102900005116257,Siguajian,Capsicum,16.000,,0.0,
2023-06-28,102900005123880,Luosi Pepper,Edible Mushroom,11.178,,0.0,
2023-06-30,102900005119944,Shanghaiqing,Edible Mushroom,3.000,,0.0,
2023-06-30,102900051004294,Green Hang Pepper (Bag),Edible Mushroom,22.000,,0.0,
2023-06-30,102900005115960,Fruit Pepper (Bag),Cabbage,2.000,,0.0,
2023-06-29,102900005116912,Red Hot Peppers (Bag),Capsicum,6.000,,0.0,
2023-06-29,102900005116530,Red Pepper (1),Edible Mushroom,8.000,,0.0,
2023-07-01,102900011000328,Eggplant (2),Flower/Leaf Vegetables,19.000,,0.0,
2020-10-25,102900005116257,Sichuan Red Cedar,Cabbage,10.905,,0.0,
2020-10-25,102900005115908,Zhuyecai,Flower/Leaf Vegetables,9.298,,0.0,
2020-10-25,102900005116233,Caixin (Bag),Flower/Leaf Vegetables,0.709,,0.0,
2020-10-26,102900011001806,Ginger And Xiaomijiao Mix (Small Bag),Solanum,10.954,,0.0,
2020-10-26,102900051000463,Green Eggplant (1),Capsicum,0.315,,0.0,
2020-10-26,102900011027479,Basil (Bag),Flower/Leaf Vegetables,5.000,,0.0,
2020-10-26,102900051004294,Spinach,Flower/Leaf Vegetables,1.187,,0.0,
2020-10-26,102900005116509,Xixia Black Mushroom (1),Flower/Leaf Vegetables,0.622,,0.0,
2020-10-26,102900011006948,Fresh Sea (2),Cabbage,1.257,,0.0,
2020-10-26,102900011006948,Red Pepper (1),Capsicum,9.000,,0.0,
2020-10-26,102900005115908,Green Line Pepper (Bag),Flower/Leaf Vegetables,0.495,,0.0,
2020-10-25,102900005115762,The White Mushroom (Bag),Flower/Leaf Vegetables,1.000,,0.0,
2020-10-26,102900005116790,Yunnan Shengcai,Solanum,2.000,,0.0,
2020-10-27,102900011027479,Sichuan Red Cedar,Solanum,5.464,,0.0,
2020-10-27,102900005116547,Amaranth (Bag),Capsicum,37.000,,0.0,
2020-10-27,102900005123880,Green Line Pepper (Bag),Solanum,10.693,,0.0,
2020-10-27,102900011016701,Green Eggplant (1),Capsicum,3.505,,0.0,
2020-10-27,102900011008164,Cabbage Stem (Bag),Capsicum,0.814,,0.0,
2020-10-27,102900005116257,Shanghai Green (Bag),Edible Mushroom,25.000,,0.0,11.8
2020-10-26,102900005118817,Red Bell Pepper (2),Capsicum,18.000,,0.0,
2020-10-28,102900011001806,Luosi Pepper,Aquatic Tuberous Vegetables,62.204,,0.0,
2020-10-28,102900005116547,Yunnan Lettuces,Edible Mushroom,22.000,,0.0,
2020-10-28,102900005117209,Xiaoqingcai (1),Edible Mushroom,0.960,,0.0,
2020-10-28,102900011008164,Xiaozhoupi (Bag),Solanum,1.440,,0.0,
2020-10-28,102900005125815,Red Hot Peppers (Bag),Edible Mushroom,1.638,,0.0,
2020-10-28,102900011001219,Haixian Mushroom (Bag) (3),Flower/Leaf Vegetables,5.000,,0.0,
2020-10-28,102900005116226,Chuncai,Aquatic Tuberous Vegetables,12.000,,0.0,
2020-10-29,102900005118817,The White Mushroom (Bag),Flower/Leaf Vegetables,15.000,,0.0,
2020-10-29,102900005115984,Caixin (Bag),Flower/Leaf Vegetables,56.000,,0.0,
2020-10-29,102900051010455,Apricot Bao Mushroom (2),Capsicum,28.000,,0.0,
2020-10-29,102900005115908,Ping Mushroom,Aquatic Tuberous Vegetables,37.622,,0.0,
2020-10-29,102900011007044,Yunnan Lettuce (Bag),Flower/Leaf Vegetables,9.374,,0.0,
2020-10-29,102900011008164,Yunnan Leaf Lettuce (Bag),Solanum,1.822,,0.0,
2020-10-29,102900005116257,Machixian,Solanum,3.000,,0.0,
2020-10-29,102900005118831,Chuncai,Capsicum,28.497,,0.0,
2020-10-29,102900005115984,Spinach,Flower/Leaf Vegetables,2.456,,0.0,
2020-10-29,102900005118831,Cabbage Stem (Bag),Solanum,2.199,,0.0,
2020-10-29,102900005125815,High Melon (1),Edible Mushroom,0.323,,0.0,
2020-10-30,102900011008522,Sichuan Red Cedar,Flower/Leaf Vegetables,4.000,,0.0,
2020-10-30,102900005116226,Luosi Pepper,Edible Mushroom,12.000,,0.0,
2020-10-30,102900005116509,Yunnan Shengcai,Flower/Leaf Vegetables,76.000,,0.0,
2020-10-30,102900005125815,Muercai,Edible Mushroom,21.082,,0.0,
2020-10-31,102900051010455,Zhuyecai (Bag),Capsicum,52.000,,0.0,
2020-10-31,102900005115908,Red Hot Peppers,Capsicum,7.000,,0.0,
2020-10-31,102900005116547,Shanghai Green (Bag),Solanum,1.390,,0.0,
2020-10-31,102900005115946,Xiaozhoupi (Bag),Edible Mushroom,29.470,,0.0,
2020-10-31,102900005115960,Eggplant (2),Edible Mushroom,7.107,,0.0,
2020-10-31,102900005119098,Hongshujian,Aquatic Tuberous Vegetables,16.000,,0.0,
2020-10-30,102900005116233,Yunnan Lettuces,Flower/Leaf Vegetables,2.444,,0.0,
2020-10-31,102900005125808,Caixin,Flower/Leaf Vegetables,2.000,,0.0,
2020-10-31,102900051010455,Red Hang Pepper (Bag),Flower/Leaf Vegetables,1.047,,0.0,
2020-10-31,102900005118831,Luosi Pepper,Flower/Leaf Vegetables,1.000,,0.0,
2020-11-01,102900005116912,The White Mushroom (Bag),Solanum,10.000,,0.0,
2020-11-01,102900011012994,Changxianqie,Edible Mushroom,41.000,,0.0,
2020-11-01,102900051010455,Muercai,Capsicum,18.000,,0.0,
2020-11-01,102900005116226,Amaranth,Edible Mushroom,32.000,,0.0,
2020-11-02,102900011001219,Foreign Garland Chrysanthemum ,Flower/Leaf Vegetables,25.388,,0.0,
2020-11-03,102900005116257,Shanghai Green (Bag),Edible Mushroom,2.771,,0.0,
2020-11-03,102900011013274,Zhuyecai,Edible Mushroom,6.000,,0.0,
2020-11-03,102900005116899,Green Hang Pepper (Bag),Capsicum,62.565,,0.0,
2020-11-02,102900011027479,High Melon (2),Capsicum,1.687,,0.0,
2020-11-05,102900011023464,Caixin (Bag),Aquatic Tuberous Vegetables,12.578,,0.0,
2020-11-05,102900005119944,Red Hot Peppers,Flower/Leaf Vegetables,9.425,,0.0,
2020-11-05,102900011016701,Ping Mushroom,Flower/Leaf Vegetables,9.000,,0.0,
2020-11-05,102900011016701,Yunnan Leaf Lettuce (Bag),Flower/Leaf Vegetables,21.000,,0.0,
2020-11-05,102900005115984,Yunnan Lettuce (Bag),Solanum,11.517,,0.0,
2020-11-06,102900011008522,Yunnan Leaf Lettuce (Bag),Flower/Leaf Vegetables,44.000,,0.0,
2020-11-06,102900051004294,Huangbaicai (2),Solanum,87.000,,0.0,
2020-11-06,102900005115908,Bell Pepper (2),Flower/Leaf Vegetables,5.438,,0.0,
2020-11-06,102900005118817,Round Eggplant (2),Flower/Leaf Vegetables,13.000,,0.0,
2020-11-07,102900011016701,Xiaoqingcai (Bag),Flower/Leaf Vegetables,0.055,,0.0,
2020-11-07,102900011022764,Luosi Pepper,Solanum,63.702,,0.0,
2020-11-07,102900005119975,Yunnan Shengcai,Edible Mushroom,3.209,,0.0,
2020-11-07,102900011006948,Red Bell Pepper (2),Flower/Leaf Vegetables,30.278,,0.0,
2020-11-08,102900051004294,Dongmenkou Xiaobaicai,Cabbage,0.219,,0.0,
2020-11-08,102900005116912,Luosi Pepper (Bag),Capsicum,2.000,,0.0,
2020-11-08,102900005118817,Red Hang Pepper (Bag),Flower/Leaf Vegetables,0.319,,0.0,
2020-11-08,102900005116509,Shanghaiqing,Flower/Leaf Vegetables,29.483,,0.0,
